author,year,title,container,publisher,doi,url,File,ID
"c(""Gunther"", ""Biel"", ""Robison""); c(""K.A."", ""M.J."", ""H.L."")","1998, 1998",Factors influencing the frequency of road-killed wildlife in Yellowstone National Park,Proceedings of the International Conference on Wildlife Ecology and Transportation ICOWET Fort Myers Yellowstone National Park,Bear Management Office,,https://www.researchgate.net/profile/Kerry_Gunther/publication/269393716_Facto,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2508
Factors-Influencing-the-Frequency-of-Road-killed-Wildlife-in-YellowstoneNational-Parkpdf,,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2509
"c(""Hanowski"", ""Niemi""); c(""J.M."", ""G.J."")",1995,A comparison of on-and-off-road bird counts: Do you need to go off road to count birds accurately?,Journal of Field Ornithology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2510
Harms; D.R.,"1977, 1980",Black bear management in Yosemite National Park. In Bears ^a?? Their Biology and Management,A Selection of Papers from the Fourth International Conference on Bear Research and Management,International Association for Bear Research and Management,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2511
"c(""Heard"", ""Vagt""); c(""D.C."", ""K.L."")",1998,Caribou in British Columbia: A 1996 status report,Rangifer,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2512
"c(""Hobbs"", ""Humphries""); c(""R."", ""S.E."")",1995,An integrated approach to the ecology and management of plant invasions,Conservation Biology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2513
"c(""Hubbart"", ""Link"", ""Gravelle"", ""Elliot""); c(""J.A."", ""T.E."", ""J.A."", ""W.J."")",2007,Timber harvest impacts on hydrologic yield in the continental/maritime hydroclimatic region of the U.S,In,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2514
"c(""Hudson"", ""Boswell"", ""Carley"", ""Choquette"", ""Miss"", ""Chance"", ""Stamper""); c(""L."", ""S."", ""C.D."", ""W."", ""C."", ""D.H."", ""M.A."")",1981,,Cultural Resource Narrative,Cultural Resources Consultants Inc,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2515
Hutto; R.L.,1995,Composition of bird communities following stand-replacement fires in northern Rocky Mountain (USA) conifer forests,Conservation Biology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2516
Hynes; H.B.N.,1970,The Ecology of Running Waters,,University of Toronto Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2517
Environmental Quality; Idaho Department; of,"2014, 2015",,,,,https://www.deq.idaho.gov/media/1117323/integrated-report-2012-final-entire.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2518
,2016,,,,,https://research.idwr.idaho.gov/index.html#GIS-Data.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2519
,"2012, 2012",The Idaho Invasive Species Strategic Plan,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2520
"c(""Inman"", ""Packila"", ""Inman"", ""McCue"", ""White"", ""Persson"", ""Aber"", ""Orme"", ""Alt"", ""Cain"", ""Fredrick"", ""Oakleaf"", ""Sartorius""); c(""R.M."", ""M.L."", ""K.H."", ""A.J."", ""G.C."", ""J."", ""B.C."", ""M.L."", ""K.L."", ""S.L."", ""J.A."", ""B.J."", ""S.S."")",,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2521
,,Spatial Ecology of Wolverines at the Southern Periphery of Distribution,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2522
,1986,Interagency Grizzly Bear Committee (IGBC,,Interagency Grizzly Bear Guidelines,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2523
"c(""Fish"", ""Game"", ""Fish"", ""Service""); c(""Wyoming"", ""Bureau of Land Management"", ""U.S."", ""Wildlife"")",,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2524
Fish; Wyoming,1994,Interagency Grizzly Bear Committee Task Force Report: Grizzly Bear Motorized Access Management,,US Forest Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2525
Fish; Wyoming,1998,Revised Interagency Grizzly Bear Taskforce Report: Grizzly Bear/Motorized Access Management,,US Forest Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2526
Fish; Wyoming,2017,,,,,http://igbconline.org/wpcontent/uploads/2016/02/170517_SCY_Mtg_Summary.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2527
"c(""Team"", ""Forest Service"", ""Service""); c(""Interagency Lynx Biology"", ""U.S.Fish"", ""Wildlife"")",2013,Canada Lynx Conservation Assessment and Strategy,,US and National Park Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2528
Irving; D.B.,1987,"Cutthroat Trout Abundance, Potential Yield, and Interaction with Brook Trout in Priest Lake Tributaries",,University of Idaho,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2529
"c(""James"", ""Stuart-Smith""); c(""A.R.C."", ""A.K."")",2000,Distribution of caribou and wolves in relation to linear corridors,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2530
"c(""Jensen"", ""Fuller"", ""Robinson""); c(""W.F."", ""T.K."", ""W.L."")",1986,Wolf (Canis lupus) distribution on the Ontario-Michigan border near Sault Ste,Marie Canadian Field Naturalist,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2531
"c(""Jochimsen"", ""Andrews"", ""Gibbons""); c(""D.M.C.R.Peterson"", ""K.M."", ""J.W."")",2004,A Literature Review of the Effects of Roads on Amphibians and Reptiles and the Measures Used to Minimize those Effects,,,,https://www.researchgate.net/publication/236984484_A_Literature_Review_of_th,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2532
Minimize_Those_Effects,,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2533
Johnson; D.R.,1976,"Mountain caribou: threats to survival in the Kootenay Pass region, British Columbia",Northwest Science,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2534
Johnson; D.R.,1985,"Man-caused deaths of mountain caribou, Rangifer tarandus, in southeastern British Columbia",Canadian FieldNaturalist,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2535
Kasworm; W.,2015,,,,,http://igbconline.org/wpcontent/uploads/2016/02/150714_SCY_SUMMER_Kasworm.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2536
Kasworm; W.,"2016, 2016",Grizzly bear summary information for Selkirk Recovery Zone and BlueGrass BMU. Provided via email to Jamie Young,SWCA Environmental Consultants,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2537
"c(""Kasworm"", ""Manley""); c(""W.F."", ""T."")",1990,Road and Trail Influences on Grizzly Bears and Black Bears in Northwest Montana,Bears Their Biology and Management A Selection of Papers from the Eighth International Conference on Bear Research and Management,International Association of Bear Research and Management,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2538
"c(""Kasworm"", ""Radandt"", ""Teisberg"", ""Welander"", ""Wakkinen"", ""Proctor"", ""Cooley""); c(""W.F."", ""T.G."", ""J.E."", ""A."", ""W."", ""M."", ""H."")",2017,Selkirk Mountains Grizzly Bear Recovery Area 2016 Research and Monitoring Progress Report,,US,,https://www.fws.gov/mountainprairie/es/species/mammals/grizzly/Selkirk2016final.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2539
Kasworm; W.F.,2018,Selkirk Mountains Grizzly Bear Recovery Area 2017 Research and Monitoring Progress Report,,US Fish and Wildlife Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2540
,,,,,,http://igbconline.org/wpcontent/uploads/2018/10/2017Selkirkgrizzlyfinal.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2541
,2018,Cabinet-Yaak Grizzly Bear Recovery Area 2017 Research and Monitoring Progress Report,,US,,http://igbconline.org/wp-content/uploads/2018/10/2017CabYaakgrizzlyfinal.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2542
"c(""Keinath"", ""McGee""); c(""D."", ""M."")",2005,,,,,http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5182081.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2543
Kennedy; P.L.,2003,,,,,http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5182005.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2544
Burroughs; E.R.; Jr,1989,Reduction of Soil Erosion on Forest Roads,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2545
,,,,Intermountain Research Station,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2546
"c(""Kingery"", ""Ghalambor""); c(""H.E."", ""C.K."")",2001,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2547
,,,,The Birds of North America Inc,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2548
"c(""Kinley"", ""Apps""); c(""T.A."", ""C.D."")",2007,Caribou Habitat Modeling for the South Selkirk Ecosystem Including Habitat Assessment for the Priest Lake Endowment Lands,,Idaho Department of Lands Boise Invermere Sylvan Consulting Ltd,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2549
Klockmann; A.K.,1940,,Klockmann Diary 18881940 On file Bonner County Historical Museum,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2550
"c(""Knight"", ""Cole""); c(""R.L."", ""D.N."")",1995,Wildlife responses to recreationists,Wildlife and Recreationists Coexistence through Management and Research,Island Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2551
Knight; R.L.,1995,Factors that influence wildlife responses to recreationists,Wildlife and Recreationists Coexistence through Management and Research,Island Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2552
Knorr; O.A.,1961,The geographical and ecological distribution of the Black Swift in Colorado,Wilson Bulletin,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2553
Koehler; G.M.,1990,Population and habitat characteristics of lynx and snowshoe hares in north central Washington,Canadian Journal of Zoology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2554
"c(""Koehler"", ""Aubry""); c(""G.M."", ""K.B."")",1994,"Chapter 4: Lynx. In The Scientific Basis for Conserving Forest Carnivores: American Marten, Fisher, Lynx and Wolverine in the Western United States",,Fort Collins US Forest Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2555
"c(""Koehler"", ""Brittell""); c(""G.M."", ""J.D."")",1990,Managing spruce-fir habitat for lynx and snowshoe hares,Journal of Forestry,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2556
Idaho; Kootenai Tribe; of,"2018, 2018",,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2557
"c(""Kotliar"", ""Heil"", ""Hutto"", ""Saab"", ""Melcher"", ""McFadzen""); c(""N.B."", ""S."", ""R.L."", ""V.A."", ""C.P."", ""M.E."")",2002,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2558
,,Effects of fire and post-fire salvage logging on avian communities in coniferdominated forests of the western United States,Studies in Avian Biology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2559
"c(""Kreisel"", ""Stein""); c(""K.J."", ""S.J."")",1999,Bird use of burned and unburned coniferous forests during winter,Wilson Bulletin,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2560
